350,420,400,0,7,-1
340,420,400,7,7,-1
330,420,400,14,7,-1
320,420,400,21,7,-1
330,420,400,28,7,1
320,420,400,35,7,-1
310,420,400,42,7,-1
300,420,400,49,7,-1
290,420,400,56,7,-1
280,420,400,70,7,-1
270,420,400,77,7,-1
260,420,400,91,7,-1
250,420,400,98,7,-1
260,420,400,105,7,1
250,420,400,119,7,-1
240,420,400,133,7,-1
230,420,400,140,7,-1
240,420,400,147,7,1
230,420,400,154,7,-1
220,420,400,161,7,-1
210,420,400,168,7,-1
200,420,400,182,7,-1
190,420,400,203,7,-1
180,420,400,210,7,-1
170,420,400,217,7,-1
160,420,400,224,7,-1
170,420,400,238,7,1
160,420,400,245,7,-1
150,420,400,259,7,-1
140,420,400,266,7,-1
130,420,400,273,7,-1
120,420,400,280,7,-1
110,420,400,287,7,-1
100,420,400,294,7,-1
90,420,400,301,7,-1
100,420,400,308,7,1
90,420,400,315,7,-1
80,420,400,322,7,-1
70,420,400,329,7,-1
60,420,400,336,7,-1
50,420,400,343,7,-1
40,420,400,350,7,-1
30,420,400,357,7,-1
20,420,400,364,7,-1
10,420,400,378,7,-1
20,420,400,385,7,1
30,420,400,399,7,1
40,420,400,406,7,1
50,420,400,413,7,1
60,420,400,420,7,1
70,420,400,434,7,1
80,420,400,441,7,1
90,420,400,448,7,1
100,420,400,455,7,1
110,420,400,462,7,1
120,420,400,469,7,1
130,420,400,483,7,1
140,420,400,497,7,1
150,420,400,504,7,1
160,420,400,511,7,1
170,420,400,518,7,1
180,420,400,532,7,1
190,420,400,539,7,1
200,420,400,560,7,1
210,420,400,567,7,1
220,420,400,574,7,1
230,420,400,588,7,1
240,420,400,595,7,1
250,420,400,602,7,1
260,420,400,609,7,1
270,420,400,616,7,1
280,420,400,630,7,1
290,420,400,637,7,1
280,420,450,7,7,-1
270,420,450,14,7,-1
260,420,450,21,7,-1
250,420,450,28,7,-1
240,420,450,35,7,-1
230,420,450,42,7,-1
220,420,450,49,7,-1
210,420,450,56,7,-1
200,420,450,63,7,-1
190,420,450,70,7,-1
180,420,450,84,7,-1
170,420,450,112,7,-1
160,420,450,119,7,-1
150,420,450,126,7,-1
140,420,450,133,7,-1
130,420,450,140,7,-1
140,420,450,147,7,1
130,420,450,154,7,-1
120,420,450,161,7,-1
130,420,450,168,7,1
120,420,450,175,7,-1
110,420,450,182,7,-1
100,420,450,189,7,-1
110,420,450,196,7,1
100,420,450,203,7,-1
90,420,450,210,7,-1
80,420,450,217,7,-1
70,420,450,224,7,-1
60,420,450,245,7,-1
70,420,450,252,7,1
60,420,450,259,7,-1
50,420,450,266,7,-1
40,420,450,287,7,-1
30,420,450,294,7,-1
20,420,450,301,7,-1
10,420,450,315,7,-1
0,420,450,322,7,-1
10,420,450,378,7,1
0,420,450,385,7,-1
10,420,450,427,7,1
20,420,450,434,7,1
30,420,450,441,7,1
40,420,450,448,7,1
50,420,450,455,7,1
60,420,450,462,7,1
70,420,450,469,7,1
80,420,450,476,7,1
90,420,450,490,7,1
100,420,450,497,7,1
110,420,450,504,7,1
120,420,450,511,7,1
130,420,450,518,7,1
140,420,450,525,7,1
150,420,450,532,7,1
160,420,450,539,7,1
170,420,450,546,7,1
180,420,450,553,7,1
190,420,450,560,7,1
200,420,450,581,7,1
210,420,450,588,7,1
220,420,450,595,7,1
230,420,450,609,7,1
240,420,450,616,7,1
250,420,450,623,7,1
260,420,450,630,7,1
270,420,450,637,7,1
280,420,450,644,7,1
290,420,450,651,7,1
280,420,589,0,7,-1
270,420,589,7,7,-1
260,420,589,21,7,-1
250,420,589,28,7,-1
260,420,589,42,7,1
250,420,589,49,7,-1
240,420,589,56,7,-1
230,420,589,70,7,-1
220,420,589,77,7,-1
210,420,589,84,7,-1
200,420,589,91,7,-1
190,420,589,98,7,-1
200,420,589,105,7,1
190,420,589,112,7,-1
180,420,589,119,7,-1
170,420,589,126,7,-1
160,420,589,140,7,-1
150,420,589,147,7,-1
140,420,589,154,7,-1
130,420,589,161,7,-1
120,420,589,175,7,-1
110,420,589,182,7,-1
100,420,589,189,7,-1
90,420,589,203,7,-1
80,420,589,210,7,-1
70,420,589,217,7,-1
60,420,589,224,7,-1
50,420,589,231,7,-1
40,420,589,238,7,-1
30,420,589,252,7,-1
20,420,589,259,7,-1
10,420,589,266,7,-1
0,420,589,273,7,-1
10,420,589,287,7,1
0,420,589,294,7,-1
10,420,589,553,7,1
20,420,589,560,7,1
30,420,589,574,7,1
40,420,589,581,7,1
50,420,589,588,7,1
60,420,589,595,7,1
70,420,589,602,7,1
80,420,589,609,7,1
90,420,589,616,7,1
100,420,589,623,7,1
110,420,589,637,7,1
120,420,589,644,7,1
130,420,589,651,7,1
140,420,35,0,7,1
150,420,35,7,7,1
160,420,35,14,7,1
170,420,35,21,7,1
180,420,35,28,7,1
190,420,35,35,7,1
200,420,35,42,7,1
210,420,35,56,7,1
220,420,35,63,7,1
230,420,35,70,7,1
240,420,35,77,7,1
250,420,35,84,7,1
260,420,35,91,7,1
270,420,35,98,7,1
280,420,35,119,7,1
290,420,35,126,7,1
300,420,35,133,7,1
310,420,35,140,7,1
320,420,35,147,7,1
330,420,35,154,7,1
340,420,35,161,7,1
350,420,35,168,7,1
360,420,35,175,7,1
370,420,35,182,7,1
380,420,35,189,7,1
390,420,35,203,7,1
400,420,35,210,7,1
410,420,35,217,7,1
420,420,35,224,7,1
430,420,35,238,7,1
440,420,35,245,7,1
450,420,35,252,7,1
460,420,35,259,7,1
470,420,35,266,7,1
480,420,35,273,7,1
490,420,35,280,7,1
500,420,35,287,7,1
510,420,35,294,7,1
520,420,35,301,7,1
530,420,35,308,7,1
520,420,35,315,7,-1
510,420,35,322,7,-1
500,420,35,336,7,-1
490,420,35,343,7,-1
480,420,35,364,7,-1
470,420,35,371,7,-1
460,420,35,378,7,-1
450,420,35,392,7,-1
440,420,35,399,7,-1
430,420,35,406,7,-1
420,420,35,413,7,-1
410,420,35,420,7,-1
400,420,35,427,7,-1
390,420,35,434,7,-1
380,420,35,441,7,-1
370,420,35,448,7,-1
360,420,35,455,7,-1
350,420,35,462,7,-1
340,420,35,469,7,-1
330,420,35,476,7,-1
320,420,35,483,7,-1
310,420,35,490,7,-1
300,420,35,497,7,-1
290,420,35,504,7,-1
280,420,35,511,7,-1
270,420,35,518,7,-1
260,420,35,525,7,-1
250,420,35,546,7,-1
260,420,35,553,7,1
250,420,35,567,7,-1
240,420,35,574,7,-1
230,420,35,581,7,-1
220,420,35,595,7,-1
210,420,35,602,7,-1
200,420,35,609,7,-1
190,420,35,616,7,-1
180,420,35,623,7,-1
190,420,35,630,7,1
180,420,35,637,7,-1
170,420,35,651,7,-1
160,420,512,0,7,-1
150,420,512,14,7,-1
140,420,512,21,7,-1
130,420,512,28,7,-1
120,420,512,35,7,-1
110,420,512,42,7,-1
100,420,512,49,7,-1
90,420,512,56,7,-1
80,420,512,70,7,-1
70,420,512,77,7,-1
80,420,512,84,7,1
70,420,512,91,7,-1
60,420,512,98,7,-1
50,420,512,105,7,-1
40,420,512,112,7,-1
30,420,512,119,7,-1
20,420,512,133,7,-1
10,420,512,140,7,-1
0,420,512,147,7,-1
10,420,512,259,7,1
0,420,512,266,7,-1
10,420,512,301,7,1
20,420,512,308,7,1
10,420,512,315,7,-1
0,420,512,322,7,-1
10,420,512,364,7,1
0,420,512,371,7,-1
10,420,512,455,7,1
0,420,512,462,7,-1
10,420,512,483,7,1
20,420,512,497,7,1
30,420,512,511,7,1
40,420,512,518,7,1
50,420,512,525,7,1
60,420,512,532,7,1
70,420,512,539,7,1
80,420,512,546,7,1
90,420,512,553,7,1
100,420,512,560,7,1
110,420,512,567,7,1
120,420,512,574,7,1
130,420,512,581,7,1
140,420,512,588,7,1
150,420,512,595,7,1
160,420,512,609,7,1
170,420,512,616,7,1
180,420,512,623,7,1
190,420,512,630,7,1
200,420,512,637,7,1
210,420,512,644,7,1
220,420,512,651,7,1
230,420,221,0,8,1
240,420,221,8,8,1
250,420,221,24,8,1
260,420,221,32,8,1
270,420,221,40,8,1
280,420,221,48,8,1
290,420,221,56,8,1
300,420,221,64,8,1
310,420,221,80,8,1
320,420,221,88,8,1
330,420,221,96,8,1
340,420,221,104,8,1
350,420,221,112,8,1
360,420,221,128,8,1
370,420,221,136,8,1
380,420,221,144,8,1
390,420,221,152,8,1
400,420,221,160,8,1
410,420,221,168,8,1
420,420,221,176,8,1
430,420,221,184,8,1
440,420,221,192,8,1
450,420,221,200,8,1
460,420,221,208,8,1
470,420,221,216,8,1
480,420,221,224,8,1
490,420,221,240,8,1
500,420,221,248,8,1
510,420,221,256,8,1
520,420,221,272,8,1
530,420,221,280,8,1
540,420,221,288,8,1
550,420,221,296,8,1
560,420,221,312,8,1
570,420,221,320,8,1
580,420,221,328,8,1
590,420,221,336,8,1
600,420,221,344,8,1
610,420,221,352,8,1
620,420,221,368,8,1
610,420,221,376,8,-1
600,420,221,384,8,-1
590,420,221,392,8,-1
580,420,221,400,8,-1
570,420,221,408,8,-1
560,420,221,432,8,-1
570,420,221,440,8,1
560,420,221,448,8,-1
550,420,221,456,8,-1
560,420,221,464,8,1
550,420,221,472,8,-1
540,420,221,488,8,-1
530,420,221,496,8,-1
520,420,221,504,8,-1
510,420,221,512,8,-1
500,420,221,520,8,-1
490,420,221,528,8,-1
480,420,221,536,8,-1
490,420,221,544,8,1
480,420,221,568,8,-1
470,420,221,584,8,-1
460,420,221,592,8,-1
450,420,221,600,8,-1
440,420,221,608,8,-1
430,420,221,616,8,-1
420,420,221,624,8,-1
410,420,221,632,8,-1
400,420,221,640,8,-1
390,420,221,648,8,-1
380,420,221,656,8,-1
390,420,96,0,8,1
400,420,96,8,8,1
410,420,96,16,8,1
420,420,96,24,8,1
430,420,96,32,8,1
440,420,96,40,8,1
450,420,96,48,8,1
460,420,96,56,8,1
470,420,96,64,8,1
480,420,96,72,8,1
490,420,96,96,8,1
500,420,96,104,8,1
510,420,96,112,8,1
520,420,96,120,8,1
530,420,96,128,8,1
540,420,96,136,8,1
550,420,96,144,8,1
560,420,96,152,8,1
570,420,96,160,8,1
580,420,96,168,8,1
590,420,96,176,8,1
600,420,96,184,8,1
610,420,96,200,8,1
620,420,96,208,8,1
630,420,96,224,8,1
640,420,96,232,8,1
650,420,96,240,8,1
660,420,96,248,8,1
650,420,96,256,8,-1
640,420,96,264,8,-1
630,420,96,280,8,-1
620,420,96,288,8,-1
610,420,96,304,8,-1
600,420,96,312,8,-1
590,420,96,320,8,-1
580,420,96,336,8,-1
570,420,96,344,8,-1
560,420,96,360,8,-1
550,420,96,368,8,-1
560,420,96,384,8,1
570,420,96,392,8,1
560,420,96,400,8,-1
550,420,96,408,8,-1
540,420,96,424,8,-1
530,420,96,432,8,-1
520,420,96,440,8,-1
530,420,96,448,8,1
540,420,96,464,8,1
530,420,96,472,8,-1
520,420,96,480,8,-1
510,420,96,496,8,-1
500,420,96,504,8,-1
490,420,96,512,8,-1
480,420,96,520,8,-1
470,420,96,528,8,-1
460,420,96,536,8,-1
450,420,96,544,8,-1
440,420,96,552,8,-1
430,420,96,560,8,-1
420,420,96,584,8,-1
410,420,96,592,8,-1
400,420,96,600,8,-1
390,420,96,616,8,-1
380,420,96,624,8,-1
370,420,96,632,8,-1
360,420,96,640,8,-1
350,420,96,656,8,-1
340,420,512,0,8,-1
330,420,512,8,8,-1
320,420,512,16,8,-1
310,420,512,24,8,-1
300,420,512,40,8,-1
290,420,512,48,8,-1
300,420,512,64,8,1
310,420,512,72,8,1
300,420,512,80,8,-1
290,420,512,88,8,-1
280,420,512,104,8,-1
270,420,512,112,8,-1
260,420,512,120,8,-1
250,420,512,128,8,-1
240,420,512,136,8,-1
230,420,512,160,8,-1
220,420,512,168,8,-1
210,420,512,176,8,-1
200,420,512,184,8,-1
190,420,512,192,8,-1
200,420,512,208,8,1
190,420,512,216,8,-1
180,420,512,224,8,-1
170,420,512,232,8,-1
160,420,512,256,8,-1
170,420,512,264,8,1
160,420,512,272,8,-1
150,420,512,280,8,-1
140,420,512,288,8,-1
130,420,512,296,8,-1
120,420,512,304,8,-1
130,420,512,312,8,1
140,420,512,320,8,1
130,420,512,328,8,-1
120,420,512,336,8,-1
130,420,512,344,8,1
120,420,512,352,8,-1
110,420,512,360,8,-1
100,420,512,368,8,-1
90,420,512,384,8,-1
80,420,512,392,8,-1
70,420,512,400,8,-1
60,420,512,408,8,-1
50,420,512,424,8,-1
40,420,512,432,8,-1
30,420,512,448,8,-1
20,420,512,456,8,-1
30,420,512,464,8,1
40,420,512,472,8,1
50,420,512,480,8,1
60,420,512,488,8,1
70,420,512,496,8,1
80,420,512,504,8,1
90,420,512,512,8,1
100,420,512,520,8,1
110,420,512,528,8,1
120,420,512,536,8,1
130,420,512,552,8,1
140,420,512,560,8,1
150,420,512,568,8,1
160,420,512,576,8,1
170,420,512,584,8,1
180,420,512,600,8,1
190,420,512,608,8,1
200,420,512,616,8,1
210,420,512,640,8,1
220,420,512,648,8,1
210,420,574,8,8,-1
200,420,574,16,8,-1
190,420,574,24,8,-1
200,420,574,32,8,1
190,420,574,40,8,-1
180,420,574,48,8,-1
170,420,574,56,8,-1
160,420,574,64,8,-1
150,420,574,72,8,-1
140,420,574,80,8,-1
150,420,574,96,8,1
140,420,574,104,8,-1
130,420,574,112,8,-1
140,420,574,120,8,1
130,420,574,128,8,-1
120,420,574,136,8,-1
110,420,574,144,8,-1
100,420,574,152,8,-1
90,420,574,168,8,-1
80,420,574,184,8,-1
70,420,574,192,8,-1
60,420,574,200,8,-1
50,420,574,208,8,-1
40,420,574,216,8,-1
50,420,574,224,8,1
40,420,574,248,8,-1
30,420,574,256,8,-1
20,420,574,264,8,-1
10,420,574,280,8,-1
0,420,574,288,8,-1
10,420,574,296,8,1
0,420,574,320,8,-1
10,420,574,400,8,1
0,420,574,408,8,-1
10,420,574,432,8,1
0,420,574,440,8,-1
10,420,574,480,8,1
20,420,574,488,8,1
10,420,574,496,8,-1
0,420,574,504,8,-1
10,420,574,536,8,1
20,420,574,544,8,1
30,420,574,552,8,1
40,420,574,560,8,1
50,420,574,568,8,1
60,420,574,576,8,1
70,420,574,592,8,1
80,420,574,608,8,1
90,420,574,616,8,1
100,420,574,624,8,1
110,420,574,648,8,1
120,420,574,656,8,1
110,420,581,0,8,-1
100,420,581,8,8,-1
90,420,581,24,8,-1
100,420,581,32,8,1
90,420,581,48,8,-1
80,420,581,56,8,-1
70,420,581,64,8,-1
60,420,581,72,8,-1
50,420,581,80,8,-1
60,420,581,96,8,1
50,420,581,104,8,-1
40,420,581,112,8,-1
30,420,581,120,8,-1
20,420,581,128,8,-1
10,420,581,136,8,-1
0,420,581,144,8,-1
10,420,581,200,8,1
20,420,581,208,8,1
10,420,581,216,8,-1
0,420,581,224,8,-1
10,420,581,256,8,1
0,420,581,264,8,-1
10,420,581,544,8,1
20,420,581,552,8,1
30,420,581,560,8,1
40,420,581,568,8,1
50,420,581,584,8,1
60,420,581,592,8,1
70,420,581,600,8,1
80,420,581,608,8,1
90,420,581,616,8,1
100,420,581,632,8,1
110,420,581,640,8,1
120,420,581,648,8,1
130,420,581,656,8,1
120,420,534,0,8,-1
130,420,534,8,8,1
120,420,534,16,8,-1
110,420,534,24,8,-1
100,420,534,32,8,-1
90,420,534,40,8,-1
80,420,534,48,8,-1
70,420,534,56,8,-1
60,420,534,64,8,-1
50,420,534,72,8,-1
60,420,534,96,8,1
50,420,534,104,8,-1
60,420,534,112,8,1
70,420,534,128,8,1
60,420,534,136,8,-1
70,420,534,144,8,1
60,420,534,152,8,-1
50,420,534,160,8,-1
40,420,534,168,8,-1
30,420,534,176,8,-1
20,420,534,184,8,-1
30,420,534,192,8,1
20,420,534,200,8,-1
10,420,534,208,8,-1
0,420,534,216,8,-1
10,420,534,248,8,1
0,420,534,264,8,-1
10,420,534,336,8,1
0,420,534,344,8,-1
10,420,534,392,8,1
20,420,534,400,8,1
10,420,534,408,8,-1
0,420,534,416,8,-1
10,420,534,456,8,1
0,420,534,464,8,-1
10,420,534,504,8,1
20,420,534,520,8,1
30,420,534,528,8,1
40,420,534,536,8,1
50,420,534,544,8,1
60,420,534,552,8,1
70,420,534,568,8,1
80,420,534,584,8,1
90,420,534,592,8,1
100,420,534,600,8,1
110,420,534,640,8,1
120,420,534,648,8,1
130,420,534,656,8,1
120,420,591,0,9,-1
110,420,591,9,9,-1
100,420,591,18,9,-1
90,420,591,27,9,-1
80,420,591,36,9,-1
70,420,591,63,9,-1
60,420,591,72,9,-1
50,420,591,90,9,-1
40,420,591,99,9,-1
30,420,591,108,9,-1
20,420,591,126,9,-1
10,420,591,144,9,-1
20,420,591,162,9,1
10,420,591,171,9,-1
0,420,591,189,9,-1
10,420,591,306,9,1
20,420,591,315,9,1
10,420,591,324,9,-1
0,420,591,333,9,-1
10,420,591,414,9,1
0,420,591,423,9,-1
10,420,591,495,9,1
0,420,591,504,9,-1
10,420,591,549,9,1
20,420,591,585,9,1
30,420,591,594,9,1
40,420,591,603,9,1
50,420,591,612,9,1
60,420,591,621,9,1
70,420,591,630,9,1
80,420,591,639,9,1
90,420,591,648,9,1
100,420,591,657,9,1
90,420,451,0,9,-1
80,420,451,9,9,-1
70,420,451,18,9,-1
60,420,451,27,9,-1
50,420,451,45,9,-1
60,420,451,63,9,1
50,420,451,72,9,-1
40,420,451,81,9,-1
30,420,451,90,9,-1
20,420,451,108,9,-1
10,420,451,117,9,-1
0,420,451,126,9,-1
10,420,451,189,9,1
0,420,451,198,9,-1
10,420,451,216,9,1
0,420,451,225,9,-1
10,420,451,252,9,1
0,420,451,261,9,-1
10,420,451,324,9,1
20,420,451,333,9,1
10,420,451,342,9,-1
0,420,451,351,9,-1
10,420,451,432,9,1
20,420,451,441,9,1
30,420,451,450,9,1
40,420,451,459,9,1
50,420,451,477,9,1
60,420,451,486,9,1
70,420,451,495,9,1
80,420,451,513,9,1
90,420,451,522,9,1
100,420,451,531,9,1
110,420,451,540,9,1
120,420,451,558,9,1
130,420,451,567,9,1
140,420,451,576,9,1
150,420,451,585,9,1
160,420,451,594,9,1
170,420,451,603,9,1
180,420,451,621,9,1
190,420,451,630,9,1
200,420,451,639,9,1
210,420,451,648,9,1
220,420,451,657,9,1
210,420,681,0,9,-1
